Transaction_ID,Date,Time,Item_Name,Category,Quantity,Unit_Price,Unit_Cost,Discount_Applied,Total_Amount
12797,2023-07-14,07:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
16769,2023-07-14,07:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,36.0,144.0
16769,2023-07-14,07:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
10996,2023-07-14,08:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
10996,2023-07-14,08:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
14571,2023-07-14,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
14571,2023-07-14,08:00:00,Chilli Baby Corn (dry),Starter,3,160,50,0.0,480.0
14571,2023-07-14,08:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,34.0,272.0
17401,2023-07-14,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
17401,2023-07-14,09:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
19100,2023-07-14,10:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
19100,2023-07-14,10:00:00,Virgin Mojito,Mocktails,2,110,30,22.0,176.0
16009,2023-07-14,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
16009,2023-07-14,12:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
12463,2023-07-14,16:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
12463,2023-07-14,16:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
21955,2023-07-14,16:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
21955,2023-07-14,16:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
11383,2023-07-14,19:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11383,2023-07-14,19:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
19537,2023-07-14,19:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
19537,2023-07-14,19:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
21581,2023-07-14,19:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,36.0,432.0
21581,2023-07-14,19:00:00,Chilli Baby Corn (dry),Starter,2,160,50,16.0,288.0
14578,2023-07-14,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
14578,2023-07-14,20:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
15355,2023-07-14,21:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
15355,2023-07-14,21:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
15933,2023-07-15,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
15933,2023-07-15,01:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
18864,2023-07-15,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
18864,2023-07-15,01:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
13574,2023-07-15,03:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
13574,2023-07-15,03:00:00,Chilli Baby Corn (dry),Starter,3,160,50,0.0,480.0
14957,2023-07-15,08:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
14957,2023-07-15,08:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,34.0,272.0
13084,2023-07-15,11:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,18.0,324.0
13084,2023-07-15,11:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,17.0,153.0
13521,2023-07-15,11:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
13521,2023-07-15,11:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
12574,2023-07-15,12:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,18.0,162.0
12574,2023-07-15,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
12574,2023-07-15,12:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
13917,2023-07-15,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
13917,2023-07-15,13:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
18320,2023-07-15,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
18320,2023-07-15,13:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
13222,2023-07-15,16:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
13222,2023-07-15,16:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
17933,2023-07-15,16:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
17933,2023-07-15,16:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
20236,2023-07-15,17:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
20236,2023-07-15,17:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
20228,2023-07-15,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
20228,2023-07-15,18:00:00,Virgin Mojito,Mocktails,1,110,30,11.0,99.0
21495,2023-07-15,21:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
19065,2023-07-15,23:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
20467,2023-07-15,23:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
20467,2023-07-15,23:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
10231,2023-07-16,00:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
10231,2023-07-16,00:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
14405,2023-07-16,01:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
14405,2023-07-16,01:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,17.0,459.0
18313,2023-07-16,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
18313,2023-07-16,02:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
17978,2023-07-16,03:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
17978,2023-07-16,03:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
15393,2023-07-16,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
15393,2023-07-16,05:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
16073,2023-07-16,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
16073,2023-07-16,05:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
17917,2023-07-16,07:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
17917,2023-07-16,07:00:00,Cold Coffee,Cold Beverages,3,90,25,9.0,243.0
15943,2023-07-16,09:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
15943,2023-07-16,09:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,17.0,153.0
16322,2023-07-16,10:00:00,Chilli Baby Corn (dry),Starter,2,160,50,0.0,320.0
16322,2023-07-16,10:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
17577,2023-07-16,11:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
17577,2023-07-16,11:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
21480,2023-07-16,11:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
21480,2023-07-16,11:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
15540,2023-07-16,12:00:00,Chilli Baby Corn (dry),Starter,1,160,50,32.0,128.0
15540,2023-07-16,12:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
13636,2023-07-16,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
13636,2023-07-16,13:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
14701,2023-07-16,16:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,18.0,162.0
14701,2023-07-16,16:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,17.0,306.0
10620,2023-07-16,17:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
10620,2023-07-16,17:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
15139,2023-07-16,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
15139,2023-07-16,20:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
19522,2023-07-16,21:00:00,Chilli Baby Corn (dry),Starter,2,160,50,32.0,256.0
14286,2023-07-17,03:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
14286,2023-07-17,03:00:00,Cold Coffee,Cold Beverages,1,90,25,9.0,81.0
13162,2023-07-17,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
13162,2023-07-17,05:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
12242,2023-07-17,07:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,18.0,486.0
12242,2023-07-17,07:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,17.0,153.0
19231,2023-07-17,10:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
19231,2023-07-17,10:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
11460,2023-07-17,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
11460,2023-07-17,12:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
12766,2023-07-17,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
12766,2023-07-17,12:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
12372,2023-07-17,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
12372,2023-07-17,13:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
20161,2023-07-17,14:00:00,Chilli Baby Corn (dry),Starter,1,160,50,0.0,160.0
20894,2023-07-17,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
20894,2023-07-17,14:00:00,Virgin Mojito,Mocktails,1,110,30,11.0,99.0
16667,2023-07-17,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
16667,2023-07-17,15:00:00,Cold Coffee,Cold Beverages,3,90,25,9.0,243.0
18456,2023-07-17,16:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
20382,2023-07-17,16:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
20382,2023-07-17,16:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
13025,2023-07-17,17:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
13025,2023-07-17,17:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
16436,2023-07-17,21:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
16436,2023-07-17,21:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,34.0,408.0
19624,2023-07-17,22:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
17188,2023-07-18,00:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
17188,2023-07-18,00:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
18238,2023-07-18,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
18238,2023-07-18,01:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
12908,2023-07-18,04:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
12908,2023-07-18,04:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
12605,2023-07-18,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
12605,2023-07-18,05:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
11950,2023-07-18,06:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
11950,2023-07-18,06:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
14645,2023-07-18,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
14645,2023-07-18,09:00:00,Virgin Mojito,Mocktails,1,110,30,11.0,99.0
15832,2023-07-18,10:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
15832,2023-07-18,10:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
11995,2023-07-18,11:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
11995,2023-07-18,11:00:00,Cold Coffee,Cold Beverages,2,90,25,9.0,162.0
16486,2023-07-18,12:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,36.0,288.0
16486,2023-07-18,12:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,34.0,408.0
16564,2023-07-18,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
16564,2023-07-18,15:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
17938,2023-07-18,15:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
17938,2023-07-18,15:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
13865,2023-07-18,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
13865,2023-07-18,18:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
21963,2023-07-18,18:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
21963,2023-07-18,18:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,17.0,153.0
11213,2023-07-18,19:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
11213,2023-07-18,19:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
12170,2023-07-18,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
12170,2023-07-18,22:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
19198,2023-07-18,22:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
19198,2023-07-18,22:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
11991,2023-07-19,00:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
11991,2023-07-19,00:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
12333,2023-07-19,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
12333,2023-07-19,01:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
10774,2023-07-19,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
10774,2023-07-19,02:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
12364,2023-07-19,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
12364,2023-07-19,05:00:00,Virgin Mojito,Mocktails,2,110,30,11.0,198.0
12272,2023-07-19,06:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
12272,2023-07-19,06:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
17783,2023-07-19,08:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,17.0,306.0
10226,2023-07-19,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
10226,2023-07-19,09:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
12126,2023-07-19,12:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,18.0,324.0
12126,2023-07-19,12:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,34.0,272.0
14558,2023-07-19,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
14558,2023-07-19,13:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
19533,2023-07-19,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
19533,2023-07-19,13:00:00,Cold Coffee,Cold Beverages,2,90,25,18.0,144.0
11414,2023-07-19,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11414,2023-07-19,14:00:00,Cold Coffee,Cold Beverages,2,90,25,9.0,162.0
14012,2023-07-19,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
14012,2023-07-19,14:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
21112,2023-07-19,16:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,17.0,306.0
16111,2023-07-19,17:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
16111,2023-07-19,17:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,17.0,306.0
21125,2023-07-19,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
21125,2023-07-19,18:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
11767,2023-07-20,00:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11767,2023-07-20,00:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
12480,2023-07-20,04:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
12480,2023-07-20,04:00:00,Virgin Mojito,Mocktails,2,110,30,22.0,176.0
13480,2023-07-20,04:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,36.0,432.0
13480,2023-07-20,04:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
14643,2023-07-20,07:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
14643,2023-07-20,07:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
13242,2023-07-20,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
13242,2023-07-20,08:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
13508,2023-07-20,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
13508,2023-07-20,08:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
15322,2023-07-20,08:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
15322,2023-07-20,08:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
21279,2023-07-20,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
21279,2023-07-20,09:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
16589,2023-07-20,10:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
16589,2023-07-20,10:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
17327,2023-07-20,11:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
17327,2023-07-20,11:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,34.0,136.0
15269,2023-07-20,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
15269,2023-07-20,12:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
14845,2023-07-20,17:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
14845,2023-07-20,17:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
19539,2023-07-20,17:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
19539,2023-07-20,17:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
16505,2023-07-21,00:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
16505,2023-07-21,00:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
20058,2023-07-21,00:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,18.0,486.0
20058,2023-07-21,00:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,34.0,136.0
18407,2023-07-21,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
18407,2023-07-21,01:00:00,Cold Coffee,Cold Beverages,3,90,25,9.0,243.0
21726,2023-07-21,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
21726,2023-07-21,02:00:00,Cold Coffee,Cold Beverages,2,90,25,9.0,162.0
11453,2023-07-21,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
11453,2023-07-21,05:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
14968,2023-07-21,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
14968,2023-07-21,09:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
10070,2023-07-21,11:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
10070,2023-07-21,11:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
10198,2023-07-21,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
10198,2023-07-21,15:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
17488,2023-07-21,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
17488,2023-07-21,15:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
18809,2023-07-21,16:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
18809,2023-07-21,16:00:00,Chilli Baby Corn (dry),Starter,1,160,50,0.0,160.0
18809,2023-07-21,16:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
20371,2023-07-21,18:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,18.0,162.0
14693,2023-07-21,19:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
14693,2023-07-21,19:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
16072,2023-07-21,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
16072,2023-07-21,20:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
19139,2023-07-21,21:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
19139,2023-07-21,21:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
16086,2023-07-21,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
16086,2023-07-21,22:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
20539,2023-07-21,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
15892,2023-07-22,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
15892,2023-07-22,01:00:00,Cold Coffee,Cold Beverages,1,90,25,9.0,81.0
20168,2023-07-22,01:00:00,Chilli Baby Corn (dry),Starter,1,160,50,0.0,160.0
20168,2023-07-22,01:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,36.0,144.0
20168,2023-07-22,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
17541,2023-07-22,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
17541,2023-07-22,02:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
11872,2023-07-22,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
11872,2023-07-22,13:00:00,Virgin Mojito,Mocktails,3,110,30,22.0,264.0
14848,2023-07-22,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
14848,2023-07-22,14:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
13835,2023-07-22,18:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
13835,2023-07-22,18:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
13835,2023-07-22,18:00:00,Chilli Baby Corn (dry),Starter,3,160,50,32.0,384.0
18772,2023-07-22,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
18772,2023-07-22,18:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
19751,2023-07-22,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
19751,2023-07-22,18:00:00,Virgin Mojito,Mocktails,2,110,30,11.0,198.0
16253,2023-07-22,19:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
20064,2023-07-22,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
20064,2023-07-22,20:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
20389,2023-07-22,22:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
20389,2023-07-22,22:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
10569,2023-07-22,23:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
10569,2023-07-22,23:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,18.0,486.0
10569,2023-07-22,23:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
17125,2023-07-22,23:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
17125,2023-07-22,23:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
21532,2023-07-22,23:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
21532,2023-07-22,23:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
16490,2023-07-23,00:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
16490,2023-07-23,00:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
17792,2023-07-23,02:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,36.0,144.0
17792,2023-07-23,02:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
18633,2023-07-23,03:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
18633,2023-07-23,03:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
18633,2023-07-23,03:00:00,Chilli Baby Corn (dry),Starter,3,160,50,32.0,384.0
10903,2023-07-23,05:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
