Date,Item_Name,Category,Forecasted_Prep_Qty,Actual_Demand_Qty,Spoiled_Qty,Unit_Cost,Salvage_Value
2024-03-04,Chicken Lollipop 6pcs,Starter,35,33,2,70,0
2024-03-04,Chilli Baby Corn (dry),Starter,28,23,5,50,0
2024-03-04,Chicken Pepper Bbq Pizza (Medium),Pizza,27,25,2,90,0
2024-03-04,Bbq Fried Wings 6 Pcs.,Snacks,51,50,1,65,0
2024-03-04,Cold Coffee,Cold Beverages,38,39,0,25,0
2024-03-04,Virgin Mojito,Mocktails,39,29,10,30,0
2024-03-05,Chicken Lollipop 6pcs,Starter,35,24,11,70,0
2024-03-05,Chilli Baby Corn (dry),Starter,35,35,0,50,0
2024-03-05,Chicken Pepper Bbq Pizza (Medium),Pizza,41,35,6,90,0
2024-03-05,Bbq Fried Wings 6 Pcs.,Snacks,29,34,0,65,0
2024-03-05,Cold Coffee,Cold Beverages,24,24,0,25,0
2024-03-05,Virgin Mojito,Mocktails,34,29,5,30,0
2024-03-06,Chicken Lollipop 6pcs,Starter,27,31,0,70,0
2024-03-06,Chilli Baby Corn (dry),Starter,38,33,5,50,0
2024-03-06,Chicken Pepper Bbq Pizza (Medium),Pizza,41,34,7,90,0
2024-03-06,Bbq Fried Wings 6 Pcs.,Snacks,40,36,4,65,0
2024-03-06,Cold Coffee,Cold Beverages,23,29,0,25,0
2024-03-06,Virgin Mojito,Mocktails,36,33,3,30,0
2024-03-07,Chicken Lollipop 6pcs,Starter,28,32,0,70,0
2024-03-07,Chilli Baby Corn (dry),Starter,28,21,7,50,0
2024-03-07,Chicken Pepper Bbq Pizza (Medium),Pizza,34,29,5,90,0
2024-03-07,Bbq Fried Wings 6 Pcs.,Snacks,32,30,2,65,0
2024-03-07,Cold Coffee,Cold Beverages,37,37,0,25,0
2024-03-07,Virgin Mojito,Mocktails,30,30,0,30,0
2024-03-08,Chicken Lollipop 6pcs,Starter,26,26,0,70,0
2024-03-08,Chilli Baby Corn (dry),Starter,31,31,0,50,0
2024-03-08,Chicken Pepper Bbq Pizza (Medium),Pizza,38,40,0,90,0
2024-03-08,Bbq Fried Wings 6 Pcs.,Snacks,28,28,0,65,0
2024-03-08,Cold Coffee,Cold Beverages,43,41,2,25,0
2024-03-08,Virgin Mojito,Mocktails,33,38,0,30,0
2024-03-09,Chicken Lollipop 6pcs,Starter,38,32,6,70,0
2024-03-09,Chilli Baby Corn (dry),Starter,37,30,7,50,0
2024-03-09,Chicken Pepper Bbq Pizza (Medium),Pizza,34,25,9,90,0
2024-03-09,Bbq Fried Wings 6 Pcs.,Snacks,48,48,0,65,0
2024-03-09,Cold Coffee,Cold Beverages,35,26,9,25,0
2024-03-09,Virgin Mojito,Mocktails,42,42,0,30,0
2024-03-10,Chicken Lollipop 6pcs,Starter,26,26,0,70,0
2024-03-10,Chilli Baby Corn (dry),Starter,17,19,0,50,0
2024-03-10,Chicken Pepper Bbq Pizza (Medium),Pizza,20,21,0,90,0
2024-03-10,Bbq Fried Wings 6 Pcs.,Snacks,32,29,3,65,0
2024-03-10,Cold Coffee,Cold Beverages,40,42,0,25,0
2024-03-10,Virgin Mojito,Mocktails,37,37,0,30,0
2024-03-11,Chicken Lollipop 6pcs,Starter,34,29,5,70,0
2024-03-11,Chilli Baby Corn (dry),Starter,24,21,3,50,0
2024-03-11,Chicken Pepper Bbq Pizza (Medium),Pizza,35,31,4,90,0
2024-03-11,Bbq Fried Wings 6 Pcs.,Snacks,46,32,14,65,0
2024-03-11,Cold Coffee,Cold Beverages,24,24,0,25,0
2024-03-11,Virgin Mojito,Mocktails,25,25,0,30,0
2024-03-12,Chicken Lollipop 6pcs,Starter,31,24,7,70,0
2024-03-12,Chilli Baby Corn (dry),Starter,41,41,0,50,0
2024-03-12,Chicken Pepper Bbq Pizza (Medium),Pizza,27,23,4,90,0
2024-03-12,Bbq Fried Wings 6 Pcs.,Snacks,30,25,5,65,0
2024-03-12,Cold Coffee,Cold Beverages,26,31,0,25,0
2024-03-12,Virgin Mojito,Mocktails,52,42,10,30,0
2024-03-13,Chicken Lollipop 6pcs,Starter,25,25,0,70,0
2024-03-13,Chilli Baby Corn (dry),Starter,35,32,3,50,0
2024-03-13,Chicken Pepper Bbq Pizza (Medium),Pizza,47,35,12,90,0
2024-03-13,Bbq Fried Wings 6 Pcs.,Snacks,27,28,0,65,0
2024-03-13,Cold Coffee,Cold Beverages,17,18,0,25,0
2024-03-13,Virgin Mojito,Mocktails,39,29,10,30,0
2024-03-14,Chicken Lollipop 6pcs,Starter,28,25,3,70,0
2024-03-14,Chilli Baby Corn (dry),Starter,36,29,7,50,0
2024-03-14,Chicken Pepper Bbq Pizza (Medium),Pizza,50,50,0,90,0
2024-03-14,Bbq Fried Wings 6 Pcs.,Snacks,33,26,7,65,0
2024-03-14,Cold Coffee,Cold Beverages,46,35,11,25,0
2024-03-14,Virgin Mojito,Mocktails,34,34,0,30,0
2024-03-15,Chicken Lollipop 6pcs,Starter,41,34,7,70,0
2024-03-15,Chilli Baby Corn (dry),Starter,40,36,4,50,0
2024-03-15,Chicken Pepper Bbq Pizza (Medium),Pizza,45,38,7,90,0
2024-03-15,Bbq Fried Wings 6 Pcs.,Snacks,46,41,5,65,0
2024-03-15,Cold Coffee,Cold Beverages,30,28,2,25,0
2024-03-15,Virgin Mojito,Mocktails,37,39,0,30,0
2024-03-16,Chicken Lollipop 6pcs,Starter,32,32,0,70,0
2024-03-16,Chilli Baby Corn (dry),Starter,38,30,8,50,0
2024-03-16,Chicken Pepper Bbq Pizza (Medium),Pizza,33,31,2,90,0
2024-03-16,Bbq Fried Wings 6 Pcs.,Snacks,24,19,5,65,0
2024-03-16,Cold Coffee,Cold Beverages,47,35,12,25,0
2024-03-16,Virgin Mojito,Mocktails,30,27,3,30,0
2024-03-17,Chicken Lollipop 6pcs,Starter,40,31,9,70,0
2024-03-17,Chilli Baby Corn (dry),Starter,32,29,3,50,0
2024-03-17,Chicken Pepper Bbq Pizza (Medium),Pizza,36,34,2,90,0
2024-03-17,Bbq Fried Wings 6 Pcs.,Snacks,28,26,2,65,0
2024-03-17,Cold Coffee,Cold Beverages,35,38,0,25,0
2024-03-17,Virgin Mojito,Mocktails,30,31,0,30,0
2024-03-18,Chicken Lollipop 6pcs,Starter,34,39,0,70,0
2024-03-18,Chilli Baby Corn (dry),Starter,28,25,3,50,0
2024-03-18,Chicken Pepper Bbq Pizza (Medium),Pizza,43,42,1,90,0
2024-03-18,Bbq Fried Wings 6 Pcs.,Snacks,36,25,11,65,0
2024-03-18,Cold Coffee,Cold Beverages,10,18,0,25,0
2024-03-18,Virgin Mojito,Mocktails,33,33,0,30,0
2024-03-19,Chicken Lollipop 6pcs,Starter,26,21,5,70,0
2024-03-19,Chilli Baby Corn (dry),Starter,31,31,0,50,0
2024-03-19,Chicken Pepper Bbq Pizza (Medium),Pizza,25,19,6,90,0
2024-03-19,Bbq Fried Wings 6 Pcs.,Snacks,36,35,1,65,0
2024-03-19,Cold Coffee,Cold Beverages,41,44,0,25,0
2024-03-19,Virgin Mojito,Mocktails,16,17,0,30,0
2024-03-20,Chicken Lollipop 6pcs,Starter,32,29,3,70,0
2024-03-20,Chilli Baby Corn (dry),Starter,31,28,3,50,0
2024-03-20,Chicken Pepper Bbq Pizza (Medium),Pizza,28,19,9,90,0
2024-03-20,Bbq Fried Wings 6 Pcs.,Snacks,36,29,7,65,0
2024-03-20,Cold Coffee,Cold Beverages,36,32,4,25,0
2024-03-20,Virgin Mojito,Mocktails,38,34,4,30,0
2024-03-21,Chicken Lollipop 6pcs,Starter,43,35,8,70,0
2024-03-21,Chilli Baby Corn (dry),Starter,36,31,5,50,0
2024-03-21,Chicken Pepper Bbq Pizza (Medium),Pizza,38,29,9,90,0
2024-03-21,Bbq Fried Wings 6 Pcs.,Snacks,35,24,11,65,0
2024-03-21,Cold Coffee,Cold Beverages,24,29,0,25,0
2024-03-21,Virgin Mojito,Mocktails,30,31,0,30,0
2024-03-22,Chicken Lollipop 6pcs,Starter,35,36,0,70,0
2024-03-22,Chilli Baby Corn (dry),Starter,19,26,0,50,0
2024-03-22,Chicken Pepper Bbq Pizza (Medium),Pizza,16,26,0,90,0
2024-03-22,Bbq Fried Wings 6 Pcs.,Snacks,22,17,5,65,0
2024-03-22,Cold Coffee,Cold Beverages,40,36,4,25,0
2024-03-22,Virgin Mojito,Mocktails,23,22,1,30,0
2024-03-23,Chicken Lollipop 6pcs,Starter,26,29,0,70,0
2024-03-23,Chilli Baby Corn (dry),Starter,48,42,6,50,0
2024-03-23,Chicken Pepper Bbq Pizza (Medium),Pizza,30,28,2,90,0
2024-03-23,Bbq Fried Wings 6 Pcs.,Snacks,23,31,0,65,0
2024-03-23,Cold Coffee,Cold Beverages,27,28,0,25,0
2024-03-23,Virgin Mojito,Mocktails,21,21,0,30,0
2024-03-24,Chicken Lollipop 6pcs,Starter,49,44,5,70,0
2024-03-24,Chilli Baby Corn (dry),Starter,29,25,4,50,0
2024-03-24,Chicken Pepper Bbq Pizza (Medium),Pizza,47,41,6,90,0
2024-03-24,Bbq Fried Wings 6 Pcs.,Snacks,29,30,0,65,0
2024-03-24,Cold Coffee,Cold Beverages,38,35,3,25,0
2024-03-24,Virgin Mojito,Mocktails,42,37,5,30,0
2024-03-25,Chicken Lollipop 6pcs,Starter,38,38,0,70,0
2024-03-25,Chilli Baby Corn (dry),Starter,42,40,2,50,0
2024-03-25,Chicken Pepper Bbq Pizza (Medium),Pizza,45,46,0,90,0
2024-03-25,Bbq Fried Wings 6 Pcs.,Snacks,45,43,2,65,0
2024-03-25,Cold Coffee,Cold Beverages,24,24,0,25,0
2024-03-25,Virgin Mojito,Mocktails,31,27,4,30,0
2024-03-26,Chicken Lollipop 6pcs,Starter,34,34,0,70,0
2024-03-26,Chilli Baby Corn (dry),Starter,41,29,12,50,0
2024-03-26,Chicken Pepper Bbq Pizza (Medium),Pizza,47,43,4,90,0
2024-03-26,Bbq Fried Wings 6 Pcs.,Snacks,32,30,2,65,0
2024-03-26,Cold Coffee,Cold Beverages,31,34,0,25,0
2024-03-26,Virgin Mojito,Mocktails,21,27,0,30,0
2024-03-27,Chicken Lollipop 6pcs,Starter,38,33,5,70,0
2024-03-27,Chilli Baby Corn (dry),Starter,35,26,9,50,0
2024-03-27,Chicken Pepper Bbq Pizza (Medium),Pizza,15,20,0,90,0
2024-03-27,Bbq Fried Wings 6 Pcs.,Snacks,38,31,7,65,0
2024-03-27,Cold Coffee,Cold Beverages,43,43,0,25,0
2024-03-27,Virgin Mojito,Mocktails,39,38,1,30,0
2024-03-28,Chicken Lollipop 6pcs,Starter,34,28,6,70,0
2024-03-28,Chilli Baby Corn (dry),Starter,30,35,0,50,0
2024-03-28,Chicken Pepper Bbq Pizza (Medium),Pizza,49,41,8,90,0
2024-03-28,Bbq Fried Wings 6 Pcs.,Snacks,27,24,3,65,0
2024-03-28,Cold Coffee,Cold Beverages,36,33,3,25,0
2024-03-28,Virgin Mojito,Mocktails,24,25,0,30,0
2024-03-29,Chicken Lollipop 6pcs,Starter,36,29,7,70,0
2024-03-29,Chilli Baby Corn (dry),Starter,34,34,0,50,0
2024-03-29,Chicken Pepper Bbq Pizza (Medium),Pizza,24,36,0,90,0
2024-03-29,Bbq Fried Wings 6 Pcs.,Snacks,33,39,0,65,0
2024-03-29,Cold Coffee,Cold Beverages,24,27,0,25,0
2024-03-29,Virgin Mojito,Mocktails,26,19,7,30,0
2024-03-30,Chicken Lollipop 6pcs,Starter,29,26,3,70,0
2024-03-30,Chilli Baby Corn (dry),Starter,33,29,4,50,0
2024-03-30,Chicken Pepper Bbq Pizza (Medium),Pizza,26,30,0,90,0
2024-03-30,Bbq Fried Wings 6 Pcs.,Snacks,37,37,0,65,0
2024-03-30,Cold Coffee,Cold Beverages,17,17,0,25,0
2024-03-30,Virgin Mojito,Mocktails,48,42,6,30,0
2024-03-31,Chicken Lollipop 6pcs,Starter,27,27,0,70,0
2024-03-31,Chilli Baby Corn (dry),Starter,39,27,12,50,0
2024-03-31,Chicken Pepper Bbq Pizza (Medium),Pizza,37,33,4,90,0
2024-03-31,Bbq Fried Wings 6 Pcs.,Snacks,41,38,3,65,0
2024-03-31,Cold Coffee,Cold Beverages,28,27,1,25,0
2024-03-31,Virgin Mojito,Mocktails,30,29,1,30,0
2024-04-01,Chicken Lollipop 6pcs,Starter,37,35,2,70,0
2024-04-01,Chilli Baby Corn (dry),Starter,36,35,1,50,0
2024-04-01,Chicken Pepper Bbq Pizza (Medium),Pizza,23,30,0,90,0
2024-04-01,Bbq Fried Wings 6 Pcs.,Snacks,40,37,3,65,0
2024-04-01,Cold Coffee,Cold Beverages,25,37,0,25,0
2024-04-01,Virgin Mojito,Mocktails,47,46,1,30,0
2024-04-02,Chicken Lollipop 6pcs,Starter,35,38,0,70,0
2024-04-02,Chilli Baby Corn (dry),Starter,31,34,0,50,0
2024-04-02,Chicken Pepper Bbq Pizza (Medium),Pizza,36,25,11,90,0
2024-04-02,Bbq Fried Wings 6 Pcs.,Snacks,31,28,3,65,0
2024-04-02,Cold Coffee,Cold Beverages,40,36,4,25,0
2024-04-02,Virgin Mojito,Mocktails,34,31,3,30,0
2024-04-03,Chicken Lollipop 6pcs,Starter,50,49,1,70,0
2024-04-03,Chilli Baby Corn (dry),Starter,38,31,7,50,0
2024-04-03,Chicken Pepper Bbq Pizza (Medium),Pizza,45,38,7,90,0
2024-04-03,Bbq Fried Wings 6 Pcs.,Snacks,32,35,0,65,0
2024-04-03,Cold Coffee,Cold Beverages,40,43,0,25,0
2024-04-03,Virgin Mojito,Mocktails,31,32,0,30,0
2024-04-04,Chicken Lollipop 6pcs,Starter,32,29,3,70,0
2024-04-04,Chilli Baby Corn (dry),Starter,36,32,4,50,0
2024-04-04,Chicken Pepper Bbq Pizza (Medium),Pizza,46,42,4,90,0
2024-04-04,Bbq Fried Wings 6 Pcs.,Snacks,34,28,6,65,0
2024-04-04,Cold Coffee,Cold Beverages,35,39,0,25,0
2024-04-04,Virgin Mojito,Mocktails,39,34,5,30,0
2024-04-05,Chicken Lollipop 6pcs,Starter,35,27,8,70,0
2024-04-05,Chilli Baby Corn (dry),Starter,30,28,2,50,0
2024-04-05,Chicken Pepper Bbq Pizza (Medium),Pizza,30,28,2,90,0
2024-04-05,Bbq Fried Wings 6 Pcs.,Snacks,16,21,0,65,0
2024-04-05,Cold Coffee,Cold Beverages,40,42,0,25,0
2024-04-05,Virgin Mojito,Mocktails,14,22,0,30,0
2024-04-06,Chicken Lollipop 6pcs,Starter,20,24,0,70,0
2024-04-06,Chilli Baby Corn (dry),Starter,50,43,7,50,0
2024-04-06,Chicken Pepper Bbq Pizza (Medium),Pizza,37,24,13,90,0
2024-04-06,Bbq Fried Wings 6 Pcs.,Snacks,37,37,0,65,0
2024-04-06,Cold Coffee,Cold Beverages,23,10,13,25,0
2024-04-06,Virgin Mojito,Mocktails,12,18,0,30,0
2024-04-07,Chicken Lollipop 6pcs,Starter,52,38,14,70,0
2024-04-07,Chilli Baby Corn (dry),Starter,45,41,4,50,0
2024-04-07,Chicken Pepper Bbq Pizza (Medium),Pizza,40,34,6,90,0
2024-04-07,Bbq Fried Wings 6 Pcs.,Snacks,39,36,3,65,0
2024-04-07,Cold Coffee,Cold Beverages,31,30,1,25,0
2024-04-07,Virgin Mojito,Mocktails,23,23,0,30,0
2024-04-08,Chicken Lollipop 6pcs,Starter,17,16,1,70,0
2024-04-08,Chilli Baby Corn (dry),Starter,19,22,0,50,0
2024-04-08,Chicken Pepper Bbq Pizza (Medium),Pizza,39,31,8,90,0
2024-04-08,Bbq Fried Wings 6 Pcs.,Snacks,32,37,0,65,0
2024-04-08,Cold Coffee,Cold Beverages,28,22,6,25,0
2024-04-08,Virgin Mojito,Mocktails,22,22,0,30,0
2024-04-09,Chicken Lollipop 6pcs,Starter,32,34,0,70,0
2024-04-09,Chilli Baby Corn (dry),Starter,26,30,0,50,0
2024-04-09,Chicken Pepper Bbq Pizza (Medium),Pizza,28,25,3,90,0
2024-04-09,Bbq Fried Wings 6 Pcs.,Snacks,21,17,4,65,0
2024-04-09,Cold Coffee,Cold Beverages,33,29,4,25,0
2024-04-09,Virgin Mojito,Mocktails,39,31,8,30,0
2024-04-10,Chicken Lollipop 6pcs,Starter,31,31,0,70,0
2024-04-10,Chilli Baby Corn (dry),Starter,34,30,4,50,0
2024-04-10,Chicken Pepper Bbq Pizza (Medium),Pizza,32,30,2,90,0
2024-04-10,Bbq Fried Wings 6 Pcs.,Snacks,23,24,0,65,0
2024-04-10,Cold Coffee,Cold Beverages,28,18,10,25,0
2024-04-10,Virgin Mojito,Mocktails,19,20,0,30,0
2024-04-11,Chicken Lollipop 6pcs,Starter,30,24,6,70,0
2024-04-11,Chilli Baby Corn (dry),Starter,35,27,8,50,0
2024-04-11,Chicken Pepper Bbq Pizza (Medium),Pizza,27,24,3,90,0
2024-04-11,Bbq Fried Wings 6 Pcs.,Snacks,35,23,12,65,0
2024-04-11,Cold Coffee,Cold Beverages,23,20,3,25,0
2024-04-11,Virgin Mojito,Mocktails,39,35,4,30,0
2024-04-12,Chicken Lollipop 6pcs,Starter,29,28,1,70,0
2024-04-12,Chilli Baby Corn (dry),Starter,31,30,1,50,0
2024-04-12,Chicken Pepper Bbq Pizza (Medium),Pizza,50,37,13,90,0
2024-04-12,Bbq Fried Wings 6 Pcs.,Snacks,21,25,0,65,0
2024-04-12,Cold Coffee,Cold Beverages,43,29,14,25,0
2024-04-12,Virgin Mojito,Mocktails,33,23,10,30,0
2024-04-13,Chicken Lollipop 6pcs,Starter,43,43,0,70,0
2024-04-13,Chilli Baby Corn (dry),Starter,44,34,10,50,0
2024-04-13,Chicken Pepper Bbq Pizza (Medium),Pizza,26,26,0,90,0
2024-04-13,Bbq Fried Wings 6 Pcs.,Snacks,22,25,0,65,0
2024-04-13,Cold Coffee,Cold Beverages,20,24,0,25,0
2024-04-13,Virgin Mojito,Mocktails,29,30,0,30,0
2024-04-14,Chicken Lollipop 6pcs,Starter,26,31,0,70,0
2024-04-14,Chilli Baby Corn (dry),Starter,38,32,6,50,0
2024-04-14,Chicken Pepper Bbq Pizza (Medium),Pizza,17,14,3,90,0
2024-04-14,Bbq Fried Wings 6 Pcs.,Snacks,35,39,0,65,0
2024-04-14,Cold Coffee,Cold Beverages,47,43,4,25,0
2024-04-14,Virgin Mojito,Mocktails,25,24,1,30,0
2024-04-15,Chicken Lollipop 6pcs,Starter,36,34,2,70,0
2024-04-15,Chilli Baby Corn (dry),Starter,32,34,0,50,0
2024-04-15,Chicken Pepper Bbq Pizza (Medium),Pizza,26,31,0,90,0
2024-04-15,Bbq Fried Wings 6 Pcs.,Snacks,27,29,0,65,0
2024-04-15,Cold Coffee,Cold Beverages,32,24,8,25,0
2024-04-15,Virgin Mojito,Mocktails,43,38,5,30,0
2024-04-16,Chicken Lollipop 6pcs,Starter,21,21,0,70,0
2024-04-16,Chilli Baby Corn (dry),Starter,41,39,2,50,0
2024-04-16,Chicken Pepper Bbq Pizza (Medium),Pizza,51,48,3,90,0
2024-04-16,Bbq Fried Wings 6 Pcs.,Snacks,31,31,0,65,0
2024-04-16,Cold Coffee,Cold Beverages,32,31,1,25,0
2024-04-16,Virgin Mojito,Mocktails,41,35,6,30,0
2024-04-17,Chicken Lollipop 6pcs,Starter,19,23,0,70,0
2024-04-17,Chilli Baby Corn (dry),Starter,19,15,4,50,0
2024-04-17,Chicken Pepper Bbq Pizza (Medium),Pizza,13,21,0,90,0
2024-04-17,Bbq Fried Wings 6 Pcs.,Snacks,47,33,14,65,0
2024-04-17,Cold Coffee,Cold Beverages,35,29,6,25,0
2024-04-17,Virgin Mojito,Mocktails,31,30,1,30,0
2024-04-18,Chicken Lollipop 6pcs,Starter,37,37,0,70,0
2024-04-18,Chilli Baby Corn (dry),Starter,35,32,3,50,0
2024-04-18,Chicken Pepper Bbq Pizza (Medium),Pizza,30,24,6,90,0
2024-04-18,Bbq Fried Wings 6 Pcs.,Snacks,27,28,0,65,0
2024-04-18,Cold Coffee,Cold Beverages,32,34,0,25,0
2024-04-18,Virgin Mojito,Mocktails,31,30,1,30,0
2024-04-19,Chicken Lollipop 6pcs,Starter,42,38,4,70,0
2024-04-19,Chilli Baby Corn (dry),Starter,35,29,6,50,0
2024-04-19,Chicken Pepper Bbq Pizza (Medium),Pizza,45,41,4,90,0
2024-04-19,Bbq Fried Wings 6 Pcs.,Snacks,26,30,0,65,0
2024-04-19,Cold Coffee,Cold Beverages,21,21,0,25,0
2024-04-19,Virgin Mojito,Mocktails,26,25,1,30,0
2024-04-20,Chicken Lollipop 6pcs,Starter,34,30,4,70,0
2024-04-20,Chilli Baby Corn (dry),Starter,33,29,4,50,0
2024-04-20,Chicken Pepper Bbq Pizza (Medium),Pizza,23,30,0,90,0
2024-04-20,Bbq Fried Wings 6 Pcs.,Snacks,23,22,1,65,0
2024-04-20,Cold Coffee,Cold Beverages,24,20,4,25,0
2024-04-20,Virgin Mojito,Mocktails,50,42,8,30,0
2024-04-21,Chicken Lollipop 6pcs,Starter,37,28,9,70,0
2024-04-21,Chilli Baby Corn (dry),Starter,31,31,0,50,0
2024-04-21,Chicken Pepper Bbq Pizza (Medium),Pizza,25,25,0,90,0
2024-04-21,Bbq Fried Wings 6 Pcs.,Snacks,28,26,2,65,0
2024-04-21,Cold Coffee,Cold Beverages,33,31,2,25,0
2024-04-21,Virgin Mojito,Mocktails,40,33,7,30,0
2024-04-22,Chicken Lollipop 6pcs,Starter,32,37,0,70,0
2024-04-22,Chilli Baby Corn (dry),Starter,15,9,6,50,0
2024-04-22,Chicken Pepper Bbq Pizza (Medium),Pizza,19,19,0,90,0
2024-04-22,Bbq Fried Wings 6 Pcs.,Snacks,13,20,0,65,0
2024-04-22,Cold Coffee,Cold Beverages,39,34,5,25,0
2024-04-22,Virgin Mojito,Mocktails,15,25,0,30,0
2024-04-23,Chicken Lollipop 6pcs,Starter,28,25,3,70,0
2024-04-23,Chilli Baby Corn (dry),Starter,20,18,2,50,0
2024-04-23,Chicken Pepper Bbq Pizza (Medium),Pizza,33,29,4,90,0
2024-04-23,Bbq Fried Wings 6 Pcs.,Snacks,28,30,0,65,0
2024-04-23,Cold Coffee,Cold Beverages,40,39,1,25,0
2024-04-23,Virgin Mojito,Mocktails,27,29,0,30,0
2024-04-24,Chicken Lollipop 6pcs,Starter,24,26,0,70,0
2024-04-24,Chilli Baby Corn (dry),Starter,38,28,10,50,0
2024-04-24,Chicken Pepper Bbq Pizza (Medium),Pizza,13,19,0,90,0
2024-04-24,Bbq Fried Wings 6 Pcs.,Snacks,41,41,0,65,0
2024-04-24,Cold Coffee,Cold Beverages,31,24,7,25,0
2024-04-24,Virgin Mojito,Mocktails,36,25,11,30,0
2024-04-25,Chicken Lollipop 6pcs,Starter,35,35,0,70,0
2024-04-25,Chilli Baby Corn (dry),Starter,46,47,0,50,0
2024-04-25,Chicken Pepper Bbq Pizza (Medium),Pizza,38,35,3,90,0
2024-04-25,Bbq Fried Wings 6 Pcs.,Snacks,49,40,9,65,0
2024-04-25,Cold Coffee,Cold Beverages,29,30,0,25,0
2024-04-25,Virgin Mojito,Mocktails,32,33,0,30,0
2024-04-26,Chicken Lollipop 6pcs,Starter,48,46,2,70,0
2024-04-26,Chilli Baby Corn (dry),Starter,29,27,2,50,0
2024-04-26,Chicken Pepper Bbq Pizza (Medium),Pizza,17,19,0,90,0
2024-04-26,Bbq Fried Wings 6 Pcs.,Snacks,38,39,0,65,0
2024-04-26,Cold Coffee,Cold Beverages,25,21,4,25,0
2024-04-26,Virgin Mojito,Mocktails,44,39,5,30,0
2024-04-27,Chicken Lollipop 6pcs,Starter,36,37,0,70,0
2024-04-27,Chilli Baby Corn (dry),Starter,27,18,9,50,0
2024-04-27,Chicken Pepper Bbq Pizza (Medium),Pizza,27,27,0,90,0
2024-04-27,Bbq Fried Wings 6 Pcs.,Snacks,44,40,4,65,0
2024-04-27,Cold Coffee,Cold Beverages,45,33,12,25,0
2024-04-27,Virgin Mojito,Mocktails,30,24,6,30,0
2024-04-28,Chicken Lollipop 6pcs,Starter,33,30,3,70,0
2024-04-28,Chilli Baby Corn (dry),Starter,46,42,4,50,0
2024-04-28,Chicken Pepper Bbq Pizza (Medium),Pizza,41,34,7,90,0
2024-04-28,Bbq Fried Wings 6 Pcs.,Snacks,25,27,0,65,0
2024-04-28,Cold Coffee,Cold Beverages,14,21,0,25,0
2024-04-28,Virgin Mojito,Mocktails,43,46,0,30,0
2024-04-29,Chicken Lollipop 6pcs,Starter,28,28,0,70,0
2024-04-29,Chilli Baby Corn (dry),Starter,38,32,6,50,0
2024-04-29,Chicken Pepper Bbq Pizza (Medium),Pizza,36,36,0,90,0
2024-04-29,Bbq Fried Wings 6 Pcs.,Snacks,31,28,3,65,0
2024-04-29,Cold Coffee,Cold Beverages,38,28,10,25,0
2024-04-29,Virgin Mojito,Mocktails,38,33,5,30,0
2024-04-30,Chicken Lollipop 6pcs,Starter,42,35,7,70,0
2024-04-30,Chilli Baby Corn (dry),Starter,27,31,0,50,0
2024-04-30,Chicken Pepper Bbq Pizza (Medium),Pizza,32,33,0,90,0
2024-04-30,Bbq Fried Wings 6 Pcs.,Snacks,29,25,4,65,0
2024-04-30,Cold Coffee,Cold Beverages,41,39,2,25,0
2024-04-30,Virgin Mojito,Mocktails,42,32,10,30,0
2024-05-01,Chicken Lollipop 6pcs,Starter,46,31,15,70,0
2024-05-01,Chilli Baby Corn (dry),Starter,28,34,0,50,0
2024-05-01,Chicken Pepper Bbq Pizza (Medium),Pizza,39,36,3,90,0
2024-05-01,Bbq Fried Wings 6 Pcs.,Snacks,45,40,5,65,0
2024-05-01,Cold Coffee,Cold Beverages,24,28,0,25,0
2024-05-01,Virgin Mojito,Mocktails,26,28,0,30,0
2024-05-02,Chicken Lollipop 6pcs,Starter,29,25,4,70,0
2024-05-02,Chilli Baby Corn (dry),Starter,46,43,3,50,0
2024-05-02,Chicken Pepper Bbq Pizza (Medium),Pizza,24,20,4,90,0
2024-05-02,Bbq Fried Wings 6 Pcs.,Snacks,38,39,0,65,0
2024-05-02,Cold Coffee,Cold Beverages,30,28,2,25,0
2024-05-02,Virgin Mojito,Mocktails,28,23,5,30,0
2024-05-03,Chicken Lollipop 6pcs,Starter,33,29,4,70,0
2024-05-03,Chilli Baby Corn (dry),Starter,22,22,0,50,0
2024-05-03,Chicken Pepper Bbq Pizza (Medium),Pizza,35,35,0,90,0
2024-05-03,Bbq Fried Wings 6 Pcs.,Snacks,43,43,0,65,0
2024-05-03,Cold Coffee,Cold Beverages,37,31,6,25,0
2024-05-03,Virgin Mojito,Mocktails,12,18,0,30,0
2024-05-04,Chicken Lollipop 6pcs,Starter,25,17,8,70,0
2024-05-04,Chilli Baby Corn (dry),Starter,39,25,14,50,0
2024-05-04,Chicken Pepper Bbq Pizza (Medium),Pizza,27,25,2,90,0
2024-05-04,Bbq Fried Wings 6 Pcs.,Snacks,54,42,12,65,0
2024-05-04,Cold Coffee,Cold Beverages,54,46,8,25,0
2024-05-04,Virgin Mojito,Mocktails,42,38,4,30,0
2024-05-05,Chicken Lollipop 6pcs,Starter,36,36,0,70,0
2024-05-05,Chilli Baby Corn (dry),Starter,24,23,1,50,0
2024-05-05,Chicken Pepper Bbq Pizza (Medium),Pizza,28,28,0,90,0
2024-05-05,Bbq Fried Wings 6 Pcs.,Snacks,41,35,6,65,0
2024-05-05,Cold Coffee,Cold Beverages,39,30,9,25,0
2024-05-05,Virgin Mojito,Mocktails,21,20,1,30,0
2024-05-06,Chicken Lollipop 6pcs,Starter,17,24,0,70,0
2024-05-06,Chilli Baby Corn (dry),Starter,30,29,1,50,0
